insee_com,lib_com,niveau_ruralite
02132,Bucy-lès-Cerny, Les ruralités résidentielles mixtes
02133,Bucy-lès-Pierrepont, Les ruralités productives ouvrières
02134,Buire, Hors champ : DOM ou commune urbaine
02135,Buironfosse, Les petites polarités mixtes
02136,Burelles, Les ruralités productives agricoles
02137,Bussiares, Les ruralités productives ouvrières
02138,Buzancy, Les ruralités résidentielles aisées
02139,Caillouël-Crépigny, Les ruralités résidentielles mixtes
02140,Camelin, Les ruralités productives ouvrières
02141,La Capelle, Les petites polarités mixtes
02142,Castres, Les ruralités résidentielles aisées
02143,Le Catelet, Les petites polarités mixtes
02144,Caulaincourt, Les ruralités résidentielles aisées
02145,Caumont, Les ruralités résidentielles mixtes
02146,Celles-lès-Condé, Les ruralités productives agricoles
02148,Celles-sur-Aisne, Les ruralités résidentielles mixtes
02149,Cerizy, Les ruralités résidentielles mixtes
02150,Cerny-en-Laonnois, Les ruralités productives agricoles
02151,Cerny-lès-Bucy, Les ruralités résidentielles aisées
02152,Cerseuil, Les ruralités touristiques à dominante résidentielle
02153,Cessières-Suzy, Les ruralités résidentielles mixtes
02154,Chacrise, Les ruralités résidentielles aisées
02155,Chaillevois, Les petites polarités mixtes
02156,Chalandry, Les ruralités résidentielles mixtes
02157,Chambry, Hors champ : DOM ou commune urbaine
02158,Chamouille, Les ruralités touristiques spécialisées
02159,Champs, Les ruralités productives ouvrières
02160,Chaourse, Les ruralités productives ouvrières
02162,La Chapelle-sur-Chézy, Les ruralités résidentielles mixtes
02163,Charly-sur-Marne, Hors champ : DOM ou commune urbaine
02164,Le Charmel, Les petites polarités mixtes
02165,Charmes, Hors champ : DOM ou commune urbaine
02166,Chartèves, Les ruralités résidentielles mixtes
02167,Chassemy, Les ruralités résidentielles mixtes
02168,Château-Thierry, Hors champ : DOM ou commune urbaine
02169,Châtillon-lès-Sons, Les ruralités productives ouvrières
02170,Châtillon-sur-Oise, Les petites polarités mixtes
02171,Chaudardes, Les ruralités productives ouvrières
02172,Chaudun, Les ruralités résidentielles mixtes
02173,Chauny, Hors champ : DOM ou commune urbaine
02174,Chavignon, Les ruralités résidentielles mixtes
02175,Chavigny, Les petites polarités mixtes
02176,Chavonne, Les ruralités résidentielles mixtes
02177,Chérêt, Les ruralités résidentielles mixtes
02178,Chermizy-Ailles, Les ruralités résidentielles aisées
02179,Chéry-Chartreuve, Les ruralités résidentielles mixtes
02180,Chéry-lès-Pouilly, Les ruralités productives ouvrières
02181,Chéry-lès-Rozoy, Les ruralités productives ouvrières
02182,Chevennes, Les ruralités productives ouvrières
02183,Chevregny, Les ruralités résidentielles mixtes
02184,Chevresis-Monceau, Les petites polarités mixtes
02185,Chézy-en-Orxois, Les ruralités productives ouvrières
02186,Chézy-sur-Marne, Les petites polarités mixtes
02187,Chierry, Hors champ : DOM ou commune urbaine
02188,Chigny, Les ruralités productives agricoles
02189,Chivres-en-Laonnois, Les ruralités productives ouvrières
02190,Chivres-Val, Les ruralités résidentielles mixtes
02191,Chivy-lès-Étouvelles, Les petites polarités mixtes
02192,Chouy, Les ruralités productives ouvrières
02193,Cierges, Les ruralités productives agricoles
02194,Cilly, Les ruralités productives agricoles
02195,Ciry-Salsogne, Les ruralités résidentielles aisées
02196,Clacy-et-Thierret, Les ruralités résidentielles mixtes
02197,Clairfontaine, Les petites polarités mixtes
02198,Clamecy, Les ruralités résidentielles mixtes
02199,Clastres, Les ruralités résidentielles mixtes
02200,Clermont-les-Fermes, Les ruralités productives agricoles
02201,Cœuvres-et-Valsery, Les petites polarités mixtes
02203,Coincy, Les ruralités résidentielles mixtes
02204,Coingt, Les ruralités productives agricoles
02205,Colligis-Crandelain, Les ruralités résidentielles mixtes
02206,Colonfay, Les petites polarités mixtes
02207,Commenchon, Les ruralités résidentielles mixtes
02208,Concevreux, Les ruralités résidentielles mixtes
02209,Condé-en-Brie, Les ruralités productives agricoles
02210,Condé-sur-Aisne, Les ruralités résidentielles mixtes
02211,Condé-sur-Suippe, Les petites polarités industrielles et artisanales
02212,Condren, Hors champ : DOM ou commune urbaine
02213,Connigis, Les petites polarités mixtes
02214,Contescourt, Les petites polarités mixtes
02215,Corbeny, Les ruralités productives ouvrières
02216,Corcy, Les ruralités résidentielles mixtes
02217,Coucy-le-Château-Auffrique, Les petites polarités industrielles et artisanales
02218,Coucy-lès-Eppes, Les petites polarités mixtes
02219,Coucy-la-Ville, Les ruralités productives ouvrières
02220,Coulonges-Cohan, Les ruralités résidentielles mixtes
02221,Coupru, Les ruralités productives ouvrières
02222,Courbes, Les ruralités productives agricoles
02223,Courboin, Les ruralités productives ouvrières
02224,Courcelles-sur-Vesle, Les ruralités productives ouvrières
02225,Courchamps, Les ruralités productives ouvrières
02226,Courmelles, Hors champ : DOM ou commune urbaine
02227,Courmont, Les ruralités résidentielles mixtes
02228,Courtemont-Varennes, Les petites polarités mixtes
02229,Courtrizy-et-Fussigny, Les petites polarités mixtes
02230,Couvrelles, Les ruralités résidentielles aisées
02231,Couvron-et-Aumencourt, Les petites polarités mixtes
02232,Coyolles, Les petites polarités industrielles et artisanales
02233,Cramaille, Les ruralités productives ouvrières
02234,Craonne, Les ruralités résidentielles mixtes
02235,Craonnelle, Les ruralités productives ouvrières
02236,Crécy-au-Mont, Les ruralités résidentielles mixtes
02237,Crécy-sur-Serre, Les petites polarités mixtes
02238,Crépy, Les petites polarités mixtes
02239,Crézancy, Les petites polarités industrielles et artisanales
02240,Croix-Fonsomme, Les ruralités productives ouvrières
02241,La Croix-sur-Ourcq, Les ruralités productives ouvrières
02242,Crouttes-sur-Marne, Les ruralités résidentielles aisées
02243,Crouy, Hors champ : DOM ou commune urbaine
02244,Crupilly, Les ruralités productives agricoles
02245,Cuffies, Hors champ : DOM ou commune urbaine
02246,Cugny, Les ruralités résidentielles mixtes
02248,Cuirieux, Les ruralités productives ouvrières
02249,Cuiry-Housse, Les ruralités résidentielles mixtes
02250,Cuiry-lès-Chaudardes, Les ruralités résidentielles mixtes
02251,Cuiry-lès-Iviers, Les ruralités productives agricoles
02252,Cuissy-et-Geny, Les ruralités productives agricoles
02253,Cuisy-en-Almont, Les ruralités résidentielles aisées
02254,Cutry, Les ruralités résidentielles aisées
02255,Cys-la-Commune, Les ruralités productives ouvrières
02256,Dagny-Lambercy, Les ruralités productives agricoles
02257,Dallon, Les ruralités résidentielles aisées
02258,Dammard, Les ruralités productives ouvrières
02259,Dampleux, Les ruralités résidentielles mixtes
02260,Danizy, Hors champ : DOM ou commune urbaine
02261,Dercy, Les petites polarités industrielles et artisanales
02262,Deuillet, Les ruralités résidentielles aisées
02263,Dhuizel, Les petites polarités mixtes
02264,Dizy-le-Gros, Les ruralités productives ouvrières
02265,Dohis, Les ruralités productives agricoles
02266,Dolignon, Les ruralités productives agricoles
02267,Dommiers, Les ruralités productives ouvrières
02268,Domptin, Les ruralités résidentielles mixtes
02269,Dorengt, Les ruralités productives ouvrières
02270,Douchy, Les ruralités productives ouvrières
02271,Dravegny, Les petites polarités mixtes
02272,Droizy, Les ruralités résidentielles mixtes
02273,Dury, Les ruralités résidentielles mixtes
02274,Ébouleau, Les ruralités productives ouvrières
02275,Effry, Les ruralités productives ouvrières
02276,Englancourt, Les ruralités productives agricoles
02277,Épagny, Les ruralités productives ouvrières
02278,Éparcy, Les ruralités productives ouvrières
02279,Épaux-Bézu, Les petites polarités mixtes
02280,Épieds, Les ruralités résidentielles mixtes
02281,L'Épine-aux-Bois, Les ruralités productives ouvrières
02282,Eppes, Les petites polarités mixtes
02283,Erlon, Les ruralités résidentielles mixtes
02284,Erloy, Les ruralités touristiques à dominante résidentielle
02286,Esquéhéries, Les ruralités productives ouvrières
02287,Essigny-le-Grand, Les ruralités résidentielles mixtes
02288,Essigny-le-Petit, Les ruralités résidentielles mixtes
02289,Essises, Les ruralités productives ouvrières
02290,Essômes-sur-Marne, Hors champ : DOM ou commune urbaine
02291,Estrées, Les ruralités productives ouvrières
02292,Étampes-sur-Marne, Hors champ : DOM ou commune urbaine
02293,Étaves-et-Bocquiaux, Les petites polarités mixtes
02294,Étouvelles, Les petites polarités industrielles et artisanales
02295,Étréaupont, Les ruralités productives ouvrières
02296,Étreillers, Les petites polarités industrielles et artisanales
02297,Étrépilly, Les ruralités résidentielles aisées
02298,Étreux, Les petites polarités mixtes
02299,Évergnicourt, Les petites polarités industrielles et artisanales
02302,Faverolles, Les ruralités résidentielles mixtes
02303,Fayet, Hors champ : DOM ou commune urbaine
02304,La Fère, Hors champ : DOM ou commune urbaine
02305,Fère-en-Tardenois, Les petites polarités industrielles et artisanales
02306,La Ferté-Chevresis, Les ruralités productives agricoles
02307,La Ferté-Milon, Les petites polarités industrielles et artisanales
02308,Fesmy-le-Sart, Les ruralités productives ouvrières
02309,Festieux, Les ruralités résidentielles aisées
02310,Fieulaine, Les ruralités productives agricoles
02312,La Flamengrie, Les ruralités productives ouvrières
02313,Flavigny-le-Grand-et-Beaurain, Les ruralités productives ouvrières
02315,Flavy-le-Martel, Les petites polarités mixtes
02316,Fleury, Les petites polarités mixtes
02317,Fluquières, Les ruralités résidentielles mixtes
02318,Folembray, Les petites polarités industrielles et artisanales
02319,Fonsomme, Les petites polarités mixtes
02320,Fontaine-lès-Clercs, Les ruralités résidentielles mixtes
02321,Fontaine-lès-Vervins, Les petites polarités industrielles et artisanales
02322,Fontaine-Notre-Dame, Les ruralités résidentielles mixtes
02323,Fontaine-Uterte, Les ruralités productives ouvrières
02324,Fontenelle, Les ruralités résidentielles mixtes
02326,Fontenoy, Les ruralités productives ouvrières
02327,Foreste, Les ruralités productives ouvrières
02328,Fossoy, Les ruralités résidentielles mixtes
02329,Fourdrain, Les ruralités résidentielles mixtes
02330,Francilly-Selency, Les ruralités résidentielles aisées
02331,Franqueville, Les ruralités productives ouvrières
02332,Fresnes-en-Tardenois, Les ruralités résidentielles mixtes
02333,Fresnes-sous-Coucy, Les petites polarités mixtes
02334,Fresnoy-le-Grand, Les petites polarités industrielles et artisanales
02335,Fressancourt, Les ruralités résidentielles mixtes
02336,Frières-Faillouël, Les ruralités résidentielles mixtes
02337,Froidestrées, Les petites polarités mixtes
02338,Froidmont-Cohartille, Les ruralités résidentielles aisées
02339,Gandelu, Les ruralités résidentielles mixtes
02340,Gauchy, Hors champ : DOM ou commune urbaine
02341,Gercy, Les petites polarités mixtes
02342,Gergny, Les petites polarités mixtes
02343,Germaine, Les ruralités résidentielles mixtes
02345,Gibercourt, Les ruralités productives ouvrières
02346,Gizy, Les ruralités productives ouvrières
02347,Gland, Les petites polarités mixtes
02349,Goudelancourt-lès-Berrieux, Les ruralités productives agricoles
02350,Goudelancourt-lès-Pierrepont, Les ruralités productives ouvrières
02351,Goussancourt, Les ruralités résidentielles mixtes
02352,Gouy, Les ruralités productives agricoles
02353,Grandlup-et-Fay, Les ruralités résidentielles mixtes
02354,Grandrieux, Les ruralités productives agricoles
02355,Gricourt, Les ruralités résidentielles aisées
02356,Grisolles, Les ruralités productives ouvrières
02357,Gronard, Les ruralités productives ouvrières
02358,Grougis, Les ruralités productives ouvrières
02359,Grugies, Hors champ : DOM ou commune urbaine
02360,Villeneuve-sur-Aisne, Les petites polarités industrielles et artisanales
02361,Guise, Les petites polarités industrielles et artisanales
02362,Guivry, Les ruralités résidentielles mixtes
02363,Guny, Les ruralités productives ouvrières
02364,Guyencourt, Les ruralités résidentielles aisées
02366,Hannapes, Les ruralités résidentielles mixtes
02367,Happencourt, Les ruralités productives ouvrières
02368,Haramont, Les ruralités résidentielles mixtes
02369,Harcigny, Les ruralités productives ouvrières
02370,Hargicourt, Les ruralités productives ouvrières
02371,Harly, Hors champ : DOM ou commune urbaine
02372,Hartennes-et-Taux, Les ruralités résidentielles mixtes
02373,Hary, Les petites polarités industrielles et artisanales
02374,Lehaucourt, Les petites polarités mixtes
02375,Hautevesnes, Les ruralités résidentielles aisées
02376,Hauteville, Les petites polarités mixtes
02377,Haution, Les ruralités productives agricoles
02378,La Hérie, Les ruralités productives agricoles
02379,Le Hérie-la-Viéville, Les petites polarités industrielles et artisanales
02380,Hinacourt, Les ruralités productives agricoles
02381,Hirson, Hors champ : DOM ou commune urbaine
02382,Holnon, Les petites polarités industrielles et artisanales
02383,Homblières, Les petites polarités mixtes
02384,Houry, Les ruralités productives ouvrières
02385,Housset, Les ruralités productives agricoles
02386,Iron, Les petites polarités industrielles et artisanales
02387,Itancourt, Les petites polarités industrielles et artisanales
02388,Iviers, Les ruralités productives ouvrières
02389,Jaulgonne, Les ruralités résidentielles mixtes
02390,Jeancourt, Les ruralités résidentielles aisées
02391,Jeantes, Les ruralités touristiques à dominante résidentielle
02392,Joncourt, Les ruralités résidentielles mixtes
02393,Jouaignes, Les ruralités productives ouvrières
02395,Jumencourt, Les ruralités résidentielles mixtes
02396,Jumigny, Les ruralités touristiques à dominante résidentielle
