insee_com,lib_com,niveau_densite
37065,Chaveignes,Bourgs ruraux
37066,Chédigny,Rural à habitat dispersé
37067,Cheillé,Bourgs ruraux
37068,Chemillé-sur-Dême,Rural à habitat dispersé
37069,Chemillé-sur-Indrois,Rural à habitat dispersé
37070,Chenonceaux,Rural à habitat dispersé
37071,Chezelles,Rural à habitat très dispersé
37072,Chinon,Petites villes
37073,Chisseaux,Rural à habitat dispersé
37074,Chouzé-sur-Loire,Rural à habitat dispersé
37075,Cigogné,Rural à habitat dispersé
37076,Cinais,Rural à habitat dispersé
37077,Cinq-Mars-la-Pile,Bourgs ruraux
37078,Ciran,Rural à habitat dispersé
37079,Civray-de-Touraine,Rural à habitat dispersé
37080,Civray-sur-Esves,Rural à habitat dispersé
37081,Cléré-les-Pins,Bourgs ruraux
37082,Continvoir,Rural à habitat très dispersé
37083,Cormery,Bourgs ruraux
37084,Couesmes,Rural à habitat dispersé
37085,Courçay,Rural à habitat dispersé
37086,Courcelles-de-Touraine,Rural à habitat dispersé
37087,Courcoué,Rural à habitat très dispersé
37088,Couziers,Rural à habitat très dispersé
37089,Cravant-les-Côteaux,Rural à habitat dispersé
37090,Crissay-sur-Manse,Rural à habitat très dispersé
37091,La Croix-en-Touraine,Petites villes
37092,Crotelles,Rural à habitat dispersé
37093,Crouzilles,Rural à habitat dispersé
37094,Cussay,Rural à habitat très dispersé
37095,Dame-Marie-les-Bois,Rural à habitat dispersé
37096,Dierre,Rural à habitat dispersé
37097,Dolus-le-Sec,Rural à habitat dispersé
37098,Draché,Rural à habitat dispersé
37099,Druye,Rural à habitat dispersé
37100,Épeigné-les-Bois,Rural à habitat très dispersé
37101,Épeigné-sur-Dême,Rural à habitat très dispersé
37103,Esves-le-Moutier,Rural à habitat très dispersé
37104,Esvres,Bourgs ruraux
37105,Faye-la-Vineuse,Rural à habitat dispersé
37106,La Ferrière,Rural à habitat dispersé
37107,Ferrière-Larçon,Rural à habitat dispersé
37108,Ferrière-sur-Beaulieu,Rural à habitat dispersé
37109,Fondettes,Ceintures urbaines
37110,Francueil,Bourgs ruraux
37111,Genillé,Bourgs ruraux
37112,Gizeux,Rural à habitat très dispersé
37113,Le Grand-Pressigny,Rural à habitat dispersé
37114,La Guerche,Rural à habitat dispersé
37115,Descartes,Bourgs ruraux
37116,Les Hermites,Rural à habitat très dispersé
37117,Hommes,Rural à habitat dispersé
37118,Huismes,Rural à habitat dispersé
37119,L'Île-Bouchard,Bourgs ruraux
37121,Jaulnay,Rural à habitat très dispersé
37122,Joué-lès-Tours,Grands centres urbains
37123,Langeais,Bourgs ruraux
37124,Larçay,Ceintures urbaines
37125,Lémeré,Rural à habitat dispersé
37126,Lerné,Rural à habitat dispersé
37127,Le Liège,Rural à habitat dispersé
37128,Lignières-de-Touraine,Bourgs ruraux
37129,Ligré,Rural à habitat dispersé
37130,Ligueil,Bourgs ruraux
37131,Limeray,Rural à habitat dispersé
37132,Loches,Petites villes
37133,Loché-sur-Indrois,Rural à habitat très dispersé
37134,Louans,Rural à habitat dispersé
37136,Le Louroux,Rural à habitat dispersé
37137,Lublé,Rural à habitat très dispersé
37138,Lussault-sur-Loire,Rural à habitat dispersé
37139,Luynes,Bourgs ruraux
37140,Luzé,Rural à habitat très dispersé
37141,Luzillé,Rural à habitat dispersé
37142,Maillé,Rural à habitat dispersé
37143,Manthelan,Bourgs ruraux
37144,Marçay,Rural à habitat dispersé
37145,Marcé-sur-Esves,Rural à habitat très dispersé
37146,Marcilly-sur-Maulne,Rural à habitat dispersé
37147,Marcilly-sur-Vienne,Rural à habitat dispersé
37148,Marigny-Marmande,Rural à habitat dispersé
37149,Marray,Rural à habitat dispersé
37150,Mazières-de-Touraine,Bourgs ruraux
37151,La Membrolle-sur-Choisille,Ceintures urbaines
37152,Mettray,Ceintures urbaines
37153,Monnaie,Bourgs ruraux
37154,Montbazon,Ceintures urbaines
37155,Monthodon,Rural à habitat dispersé
37156,Montlouis-sur-Loire,Ceintures urbaines
37157,Montrésor,Rural à habitat dispersé
37158,Montreuil-en-Touraine,Rural à habitat dispersé
37159,Monts,Petites villes
37160,Morand,Rural à habitat dispersé
37161,Mosnes,Rural à habitat dispersé
37162,Mouzay,Rural à habitat dispersé
37163,Nazelles-Négron,Petites villes
37165,Neuil,Rural à habitat dispersé
37166,Neuillé-le-Lierre,Rural à habitat dispersé
37167,Neuillé-Pont-Pierre,Bourgs ruraux
37168,Neuilly-le-Brignon,Rural à habitat dispersé
37169,Neuville-sur-Brenne,Rural à habitat dispersé
37170,Neuvy-le-Roi,Rural à habitat dispersé
37171,Noizay,Rural à habitat dispersé
37172,Notre-Dame-d'Oé,Ceintures urbaines
37173,Nouans-les-Fontaines,Rural à habitat dispersé
37174,Nouâtre,Bourgs ruraux
37175,Nouzilly,Rural à habitat dispersé
37176,Noyant-de-Touraine,Bourgs ruraux
37177,Orbigny,Rural à habitat dispersé
37178,Panzoult,Rural à habitat dispersé
37179,Parçay-Meslay,Ceintures urbaines
37180,Parçay-sur-Vienne,Rural à habitat dispersé
37181,Paulmy,Rural à habitat très dispersé
37182,Pernay,Bourgs ruraux
37183,Perrusson,Bourgs ruraux
37184,Le Petit-Pressigny,Rural à habitat très dispersé
37185,Pocé-sur-Cisse,Petites villes
37186,Pont-de-Ruan,Petites villes
37187,Ports-sur-Vienne,Rural à habitat dispersé
37188,Pouzay,Rural à habitat dispersé
37189,Preuilly-sur-Claise,Bourgs ruraux
37190,Pussigny,Rural à habitat très dispersé
37191,Razines,Rural à habitat dispersé
37192,Reignac-sur-Indre,Bourgs ruraux
37193,Restigné,Rural à habitat dispersé
37194,Reugny,Bourgs ruraux
37195,La Riche,Grands centres urbains
37196,Richelieu,Bourgs ruraux
37197,Rigny-Ussé,Rural à habitat dispersé
37198,Rillé,Rural à habitat dispersé
37199,Rilly-sur-Vienne,Rural à habitat dispersé
37200,Rivarennes,Rural à habitat dispersé
37201,Rivière,Rural à habitat dispersé
37202,La Roche-Clermault,Rural à habitat dispersé
37203,Rochecorbon,Ceintures urbaines
37204,Rouziers-de-Touraine,Bourgs ruraux
37205,Saché,Rural à habitat dispersé
37206,Saint-Antoine-du-Rocher,Bourgs ruraux
37207,Saint-Aubin-le-Dépeint,Rural à habitat dispersé
37208,Saint-Avertin,Grands centres urbains
37210,Saint-Benoît-la-Forêt,Rural à habitat dispersé
37211,Saint-Branchs,Rural à habitat dispersé
37212,Sainte-Catherine-de-Fierbois,Rural à habitat dispersé
37213,Saint-Christophe-sur-le-Nais,Bourgs ruraux
37214,Saint-Cyr-sur-Loire,Grands centres urbains
37216,Saint-Épain,Rural à habitat dispersé
37217,Saint-Étienne-de-Chigny,Rural à habitat dispersé
37218,Saint-Flovier,Rural à habitat dispersé
37219,Saint-Genouph,Rural à habitat dispersé
37220,Saint-Germain-sur-Vienne,Rural à habitat dispersé
37221,Saint-Hippolyte,Rural à habitat très dispersé
37222,Saint-Jean-Saint-Germain,Rural à habitat dispersé
37223,Saint-Laurent-de-Lin,Rural à habitat dispersé
37224,Saint-Laurent-en-Gâtines,Bourgs ruraux
37225,Saint-Martin-le-Beau,Bourgs ruraux
37226,Sainte-Maure-de-Touraine,Bourgs ruraux
37228,Saint-Nicolas-de-Bourgueil,Rural à habitat dispersé
37229,Saint-Nicolas-des-Motets,Rural à habitat dispersé
37230,Saint-Ouen-les-Vignes,Rural à habitat dispersé
37231,Saint-Paterne-Racan,Rural à habitat dispersé
37232,Coteaux-sur-Loire,Rural à habitat dispersé
37233,Saint-Pierre-des-Corps,Grands centres urbains
37234,Saint-Quentin-sur-Indrois,Rural à habitat dispersé
37236,Saint-Règle,Rural à habitat dispersé
37237,Saint-Roch,Bourgs ruraux
37238,Saint-Senoch,Rural à habitat dispersé
37240,Saunay,Rural à habitat dispersé
37241,Savigné-sur-Lathan,Bourgs ruraux
37242,Savigny-en-Véron,Rural à habitat dispersé
37243,Savonnières,Bourgs ruraux
37244,Sazilly,Rural à habitat dispersé
37245,Semblançay,Rural à habitat dispersé
37246,Sennevières,Rural à habitat très dispersé
37247,Sepmes,Rural à habitat dispersé
37248,Seuilly,Rural à habitat dispersé
37249,Sonzay,Bourgs ruraux
37250,Sorigny,Bourgs ruraux
37251,Souvigné,Rural à habitat dispersé
37252,Souvigny-de-Touraine,Rural à habitat dispersé
37253,Sublaines,Rural à habitat dispersé
37254,Tauxigny-Saint-Bauld,Rural à habitat dispersé
37255,Tavant,Rural à habitat dispersé
37256,Theneuil,Rural à habitat dispersé
37257,Thilouze,Bourgs ruraux
37258,Thizay,Rural à habitat dispersé
37259,Tournon-Saint-Pierre,Rural à habitat dispersé
37260,La Tour-Saint-Gelin,Rural à habitat très dispersé
37261,Tours,Grands centres urbains
37262,Trogues,Rural à habitat dispersé
37263,Truyes,Bourgs ruraux
37264,Vallères,Bourgs ruraux
37265,Varennes,Rural à habitat très dispersé
37266,Veigné,Ceintures urbaines
37267,Véretz,Petites villes
37268,Verneuil-le-Château,Rural à habitat très dispersé
37269,Verneuil-sur-Indre,Rural à habitat dispersé
37270,Vernou-sur-Brenne,Bourgs ruraux
37271,Villaines-les-Rochers,Rural à habitat dispersé
37272,Villandry,Rural à habitat dispersé
37273,La Ville-aux-Dames,Ceintures urbaines
37274,Villebourg,Rural à habitat très dispersé
37275,Villedômain,Rural à habitat très dispersé
37276,Villedômer,Bourgs ruraux
37277,Villeloin-Coulangé,Rural à habitat dispersé
37278,Villeperdue,Bourgs ruraux
37279,Villiers-au-Bouin,Rural à habitat dispersé
37280,Vou,Rural à habitat très dispersé
37281,Vouvray,Bourgs ruraux
37282,Yzeures-sur-Creuse,Rural à habitat dispersé
38001,Les Abrets en Dauphiné,Bourgs ruraux
38002,Les Adrets,Rural à habitat dispersé
38003,Agnin,Bourgs ruraux
38004,L'Albenc,Bourgs ruraux
38005,Allemond,Rural à habitat dispersé
38006,Allevard,Petites villes
38008,Ambel,Rural à habitat très dispersé
38009,Anjou,Bourgs ruraux
38010,Annoisin-Chatelans,Rural à habitat dispersé
38011,Anthon,Ceintures urbaines
38012,Aoste,Bourgs ruraux
38013,Apprieu,Bourgs ruraux
38015,Artas,Rural à habitat dispersé
38017,Assieu,Bourgs ruraux
38018,Auberives-en-Royans,Rural à habitat dispersé
38019,Auberives-sur-Varèze,Ceintures urbaines
38020,Auris,Rural à habitat dispersé
38022,Les Avenières Veyrins-Thuellin,Bourgs ruraux
38023,Avignonet,Rural à habitat dispersé
38026,La Balme-les-Grottes,Rural à habitat dispersé
38027,Barraux,Petites villes
38029,La Bâtie-Montgascon,Bourgs ruraux
38030,Beaucroissant,Ceintures urbaines
38031,Beaufin,Rural à habitat très dispersé
38032,Beaufort,Rural à habitat dispersé
38033,Beaulieu,Rural à habitat dispersé
38034,Beaurepaire,Bourgs ruraux
38035,Beauvoir-de-Marc,Rural à habitat dispersé
38036,Beauvoir-en-Royans,Bourgs ruraux
38037,Bellegarde-Poussieu,Rural à habitat dispersé
38038,Belmont,Rural à habitat dispersé
38039,Bernin,Ceintures urbaines
38040,Besse,Rural à habitat dispersé
38041,Bessins,Rural à habitat très dispersé
38042,Bévenais,Bourgs ruraux
38043,Bilieu,Rural à habitat dispersé
38044,Biol,Rural à habitat dispersé
38045,Biviers,Centres urbains intermédiaires
38046,Bizonnes,Bourgs ruraux
38047,Blandin,Rural à habitat dispersé
38048,Bonnefamille,Rural à habitat dispersé
38049,Bossieu,Rural à habitat dispersé
38050,Le Bouchage,Rural à habitat dispersé
38051,Bougé-Chambalud,Rural à habitat dispersé
38052,Le Bourg-d'Oisans,Bourgs ruraux
38053,Bourgoin-Jallieu,Centres urbains intermédiaires
38054,Bouvesse-Quirieu,Rural à habitat dispersé
38055,Brangues,Rural à habitat dispersé
38056,Bressieux,Rural à habitat dispersé
38057,Bresson,Bourgs ruraux
38058,Brézins,Bourgs ruraux
38059,Brié-et-Angonnes,Ceintures urbaines
38060,Brion,Rural à habitat très dispersé
38061,La Buisse,Ceintures urbaines
38062,La Buissière,Rural à habitat dispersé
38063,Burcin,Rural à habitat dispersé
38064,Cessieu,Bourgs ruraux
38065,Châbons,Bourgs ruraux
38066,Chalon,Rural à habitat très dispersé
38067,Chamagnieu,Bourgs ruraux
38068,Champagnier,Ceintures urbaines
38069,Champier,Bourgs ruraux
38070,Le Champ-près-Froges,Ceintures urbaines
38071,Champ-sur-Drac,Ceintures urbaines
38072,Chanas,Petites villes
38073,Chantepérier,Rural à habitat très dispersé
38074,Chantesse,Rural à habitat dispersé
38075,Chapareillan,Bourgs ruraux
38076,La Chapelle-de-la-Tour,Rural à habitat dispersé
38077,La Chapelle-de-Surieu,Rural à habitat dispersé
38078,La Chapelle-du-Bard,Rural à habitat dispersé
38080,Charancieu,Rural à habitat dispersé
38081,Charantonnay,Rural à habitat dispersé
38082,Charavines,Bourgs ruraux
38083,Charette,Rural à habitat dispersé
38084,Charnècles,Ceintures urbaines
38085,Charvieu-Chavagneux,Ceintures urbaines
38086,Chasselay,Rural à habitat dispersé
38087,Chasse-sur-Rhône,Ceintures urbaines
38089,Chassignieu,Rural à habitat très dispersé
38090,Château-Bernard,Rural à habitat dispersé
38091,Châteauvilain,Rural à habitat dispersé
38092,Châtelus,Rural à habitat très dispersé
38093,Châtenay,Rural à habitat dispersé
38094,Châtonnay,Rural à habitat dispersé
38095,Chatte,Rural à habitat dispersé
38097,Chavanoz,Ceintures urbaines
38098,Chélieu,Rural à habitat dispersé
38099,Chevrières,Rural à habitat dispersé
38100,Le Cheylas,Bourgs ruraux
38101,Cheyssieu,Rural à habitat dispersé
38102,Chèzeneuve,Rural à habitat dispersé
38103,Chichilianne,Rural à habitat dispersé
38104,Chimilin,Rural à habitat dispersé
38105,Chirens,Bourgs ruraux
38106,Cholonge,Rural à habitat dispersé
38107,Chonas-l'Amballan,Ceintures urbaines
38108,Choranche,Rural à habitat très dispersé
38109,Chozeau,Bourgs ruraux
38110,Chuzelles,Bourgs ruraux
38111,Claix,Ceintures urbaines
38112,Clavans-en-Haut-Oisans,Rural à habitat très dispersé
38113,Clelles,Rural à habitat dispersé
38114,Clonas-sur-Varèze,Ceintures urbaines
38115,Saint-Martin-de-la-Cluze,Rural à habitat dispersé
38116,Cognet,Rural à habitat très dispersé
38117,Cognin-les-Gorges,Rural à habitat dispersé
38118,Colombe,Bourgs ruraux
38120,La Combe-de-Lancey,Rural à habitat dispersé
38124,Corbelin,Rural à habitat dispersé
38126,Corenc,Ceintures urbaines
38127,Cornillon-en-Trièves,Rural à habitat très dispersé
38128,Corps,Rural à habitat dispersé
38129,Corrençon-en-Vercors,Rural à habitat dispersé
38130,La Côte-Saint-André,Bourgs ruraux
38131,Les Côtes-d'Arey,Rural à habitat dispersé
38132,Les Côtes-de-Corps,Rural à habitat très dispersé
38133,Coublevie,Centres urbains intermédiaires
38134,Cour-et-Buis,Rural à habitat dispersé
38135,Courtenay,Rural à habitat dispersé
38136,Crachier,Rural à habitat dispersé
38137,Cras,Rural à habitat dispersé
38138,Crémieu,Bourgs ruraux
38139,Creys-Mépieu,Rural à habitat dispersé
38140,Crolles,Centres urbains intermédiaires
38141,Culin,Rural à habitat dispersé
38144,Diémoz,Bourgs ruraux
38146,Dizimieu,Rural à habitat dispersé
38147,Doissin,Rural à habitat dispersé
38148,Dolomieu,Rural à habitat dispersé
38149,Domarin,Ceintures urbaines
38150,Domène,Ceintures urbaines
38151,Échirolles,Grands centres urbains
38152,Eclose-Badinières,Rural à habitat dispersé
38153,Engins,Rural à habitat dispersé
38154,Entraigues,Rural à habitat dispersé
38155,Entre-deux-Guiers,Bourgs ruraux
38156,Les Éparres,Rural à habitat dispersé
38157,Estrablin,Rural à habitat dispersé
38158,Eybens,Grands centres urbains
38159,Eydoche,Rural à habitat dispersé
38160,Eyzin-Pinet,Rural à habitat dispersé
38161,Faramans,Rural à habitat dispersé
38162,Faverges-de-la-Tour,Rural à habitat dispersé
38163,Le Haut-Bréda,Rural à habitat très dispersé
38166,La Flachère,Petites villes
38167,Flachères,Rural à habitat dispersé
38169,Fontaine,Grands centres urbains
38170,Fontanil-Cornillon,Ceintures urbaines
38171,La Forteresse,Rural à habitat dispersé
38172,Four,Rural à habitat dispersé
38173,Le Freney-d'Oisans,Rural à habitat dispersé
38174,La Frette,Bourgs ruraux
38175,Froges,Ceintures urbaines
38176,Frontonas,Bourgs ruraux
38177,La Garde,Rural à habitat très dispersé
38179,Gières,Grands centres urbains
38180,Gillonnay,Rural à habitat dispersé
38181,Goncelin,Bourgs ruraux
38182,Le Grand-Lemps,Bourgs ruraux
38183,Granieu,Bourgs ruraux
38184,Grenay,Bourgs ruraux
38185,Grenoble,Grands centres urbains
38186,Gresse-en-Vercors,Rural à habitat dispersé
38187,Le Gua,Petites villes
38188,Herbeys,Ceintures urbaines
38189,Heyrieux,Bourgs ruraux
38190,Hières-sur-Amby,Rural à habitat dispersé
38191,Huez,Bourgs ruraux
38192,Hurtières,Rural à habitat dispersé
38193,L'Isle-d'Abeau,Centres urbains intermédiaires
38194,Izeaux,Bourgs ruraux
38195,Izeron,Rural à habitat dispersé
38197,Janneyrias,Bourgs ruraux
38198,Jarcieu,Bourgs ruraux
38199,Jardin,Ceintures urbaines
38200,Jarrie,Ceintures urbaines
38203,Laffrey,Rural à habitat dispersé
38204,Lalley,Rural à habitat dispersé
38205,Lans-en-Vercors,Rural à habitat dispersé
38206,Laval-en-Belledonne,Rural à habitat dispersé
38207,Lavaldens,Rural à habitat très dispersé
38208,Lavars,Rural à habitat dispersé
38209,Lentiol,Rural à habitat très dispersé
38210,Leyrieu,Bourgs ruraux
38211,Lieudieu,Rural à habitat dispersé
38212,Livet-et-Gavet,Rural à habitat dispersé
38213,Longechenal,Rural à habitat dispersé
38214,Lumbin,Ceintures urbaines
38215,Luzinay,Bourgs ruraux
38216,Malleval-en-Vercors,Rural à habitat très dispersé
38217,Marcieu,Rural à habitat très dispersé
38218,Marcilloles,Rural à habitat dispersé
38219,Marcollin,Rural à habitat dispersé
38221,Marnans,Rural à habitat très dispersé
38222,Massieu,Rural à habitat dispersé
38223,Maubec,Ceintures urbaines
38224,Mayres-Savel,Rural à habitat dispersé
38225,Autrans-Méaudre en Vercors,Rural à habitat dispersé
38226,Mens,Bourgs ruraux
38228,Merlas,Rural à habitat très dispersé
38229,Meylan,Grands centres urbains
38230,Meyrié,Ceintures urbaines
38231,Meyrieu-les-Étangs,Rural à habitat dispersé
38232,Meyssiez,Rural à habitat dispersé
38235,Miribel-Lanchâtre,Rural à habitat dispersé
38236,Miribel-les-Échelles,Rural à habitat dispersé
38237,Mizoën,Rural à habitat dispersé
38238,Moidieu-Détourbe,Rural à habitat dispersé
38239,Moirans,Ceintures urbaines
38240,Moissieu-sur-Dolon,Rural à habitat dispersé
38241,Monestier-d'Ambel,Rural à habitat très dispersé
38242,Monestier-de-Clermont,Bourgs ruraux
38243,Monestier-du-Percy,Rural à habitat dispersé
38244,Monsteroux-Milieu,Rural à habitat dispersé
38245,Montagne,Rural à habitat très dispersé
38246,Montagnieu,Rural à habitat dispersé
38247,Montalieu-Vercieu,Bourgs ruraux
38248,Montaud,Rural à habitat dispersé
38249,Montbonnot-Saint-Martin,Ceintures urbaines
38250,Montcarra,Rural à habitat dispersé
