insee_com,lib_com,niveau_densite
65045,Aucun,Rural à habitat dispersé
65046,Aulon,Rural à habitat très dispersé
65047,Aureilhan,Ceintures urbaines
65048,Aurensan,Rural à habitat dispersé
65049,Auriébat,Rural à habitat très dispersé
65050,Avajan,Rural à habitat dispersé
65051,Aventignan,Rural à habitat dispersé
65052,Averan,Rural à habitat dispersé
65053,Aveux,Rural à habitat très dispersé
65054,Avezac-Prat-Lahitte,Rural à habitat dispersé
65055,Ayros-Arbouix,Rural à habitat dispersé
65056,Ayzac-Ost,Rural à habitat dispersé
65057,Azereix,Bourgs ruraux
65058,Azet,Rural à habitat très dispersé
65059,Bagnères-de-Bigorre,Petites villes
65060,Banios,Rural à habitat très dispersé
65061,Barbachen,Rural à habitat très dispersé
65062,Barbazan-Debat,Ceintures urbaines
65063,Barbazan-Dessus,Rural à habitat dispersé
65064,Bareilles,Rural à habitat très dispersé
65065,Barlest,Rural à habitat dispersé
65066,Barrancoueu,Rural à habitat très dispersé
65067,Barry,Rural à habitat dispersé
65068,Barthe,Rural à habitat très dispersé
65069,La Barthe-de-Neste,Rural à habitat dispersé
65070,Bartrès,Rural à habitat dispersé
65071,Batsère,Rural à habitat très dispersé
65072,Bazet,Bourgs ruraux
65073,Bazillac,Rural à habitat dispersé
65074,Bazordan,Rural à habitat très dispersé
65075,Bazus-Aure,Rural à habitat dispersé
65076,Bazus-Neste,Rural à habitat dispersé
65077,Beaucens,Rural à habitat dispersé
65078,Beaudéan,Rural à habitat dispersé
65079,Bégole,Rural à habitat très dispersé
65080,Bénac,Petites villes
65081,Benqué-Molère,Rural à habitat très dispersé
65082,Berbérust-Lias,Rural à habitat très dispersé
65083,Bernac-Debat,Ceintures urbaines
65084,Bernac-Dessus,Rural à habitat dispersé
65085,Bernadets-Debat,Rural à habitat très dispersé
65086,Bernadets-Dessus,Rural à habitat très dispersé
65087,Bertren,Rural à habitat très dispersé
65088,Betbèze,Rural à habitat très dispersé
65089,Betpouey,Rural à habitat dispersé
65090,Betpouy,Rural à habitat très dispersé
65091,Bettes,Rural à habitat très dispersé
65092,Beyrède-Jumet-Camous,Rural à habitat dispersé
65093,Bize,Rural à habitat très dispersé
65094,Bizous,Rural à habitat dispersé
65095,Bonnefont,Rural à habitat très dispersé
65096,Bonnemazon,Rural à habitat très dispersé
65097,Bonrepos,Rural à habitat très dispersé
65098,Boô-Silhen,Rural à habitat dispersé
65099,Bordères-Louron,Rural à habitat dispersé
65100,Bordères-sur-l'Échez,Ceintures urbaines
65101,Bordes,Rural à habitat dispersé
65102,Bouilh-Devant,Rural à habitat très dispersé
65103,Bouilh-Péreuilh,Rural à habitat dispersé
65104,Boulin,Rural à habitat dispersé
65105,Bourg-de-Bigorre,Rural à habitat très dispersé
65106,Bourisp,Rural à habitat dispersé
65107,Bourréac,Rural à habitat dispersé
65108,Bours,Rural à habitat dispersé
65109,Bramevaque,Rural à habitat très dispersé
65110,Bugard,Rural à habitat dispersé
65111,Bulan,Rural à habitat très dispersé
65112,Bun,Rural à habitat dispersé
65113,Burg,Rural à habitat très dispersé
65114,Buzon,Rural à habitat dispersé
65115,Cabanac,Rural à habitat dispersé
65116,Cadéac,Rural à habitat dispersé
65117,Cadeilhan-Trachère,Rural à habitat très dispersé
65118,Caharet,Rural à habitat très dispersé
65119,Caixon,Rural à habitat dispersé
65120,Calavanté,Rural à habitat dispersé
65121,Camalès,Rural à habitat dispersé
65123,Campan,Rural à habitat dispersé
65124,Camparan,Rural à habitat très dispersé
65125,Campistrous,Rural à habitat dispersé
65126,Campuzan,Rural à habitat dispersé
65127,Capvern,Rural à habitat dispersé
65128,Castelbajac,Rural à habitat dispersé
65129,Castelnau-Magnoac,Rural à habitat dispersé
65130,Castelnau-Rivière-Basse,Rural à habitat dispersé
65131,Castelvieilh,Rural à habitat dispersé
65132,Castéra-Lanusse,Rural à habitat très dispersé
65133,Castéra-Lou,Rural à habitat dispersé
65134,Casterets,Rural à habitat très dispersé
65135,Castillon,Rural à habitat très dispersé
65136,Caubous,Rural à habitat très dispersé
65137,Caussade-Rivière,Rural à habitat dispersé
65138,Cauterets,Rural à habitat dispersé
65139,Cazarilh,Rural à habitat très dispersé
65140,Cazaux-Debat,Rural à habitat très dispersé
65141,Cazaux-Fréchet-Anéran-Camors,Rural à habitat très dispersé
65142,Chelle-Debat,Rural à habitat dispersé
65143,Chelle-Spou,Rural à habitat dispersé
65144,Cheust,Rural à habitat très dispersé
65145,Chèze,Rural à habitat dispersé
65146,Chis,Rural à habitat dispersé
65147,Cieutat,Rural à habitat dispersé
65148,Cizos,Rural à habitat très dispersé
65149,Clarac,Rural à habitat dispersé
65150,Clarens,Rural à habitat dispersé
65151,Collongues,Rural à habitat dispersé
65153,Coussan,Rural à habitat très dispersé
65154,Créchets,Rural à habitat dispersé
65155,Devèze,Rural à habitat très dispersé
65156,Dours,Rural à habitat dispersé
65157,Ens,Rural à habitat très dispersé
65158,Esbareich,Rural à habitat dispersé
65159,Escala,Rural à habitat dispersé
65160,Escaunets,Rural à habitat dispersé
65161,Escondeaux,Rural à habitat dispersé
65162,Esconnets,Rural à habitat très dispersé
65163,Escots,Rural à habitat très dispersé
65164,Escoubès-Pouts,Rural à habitat très dispersé
65165,Esparros,Rural à habitat très dispersé
65166,Espèche,Rural à habitat très dispersé
65167,Espieilh,Rural à habitat très dispersé
65168,Esquièze-Sère,Rural à habitat dispersé
65169,Estaing,Rural à habitat très dispersé
65170,Estampures,Rural à habitat très dispersé
65171,Estarvielle,Rural à habitat très dispersé
65172,Estensan,Rural à habitat très dispersé
65173,Esterre,Bourgs ruraux
65174,Estirac,Rural à habitat dispersé
65175,Ferrère,Rural à habitat très dispersé
65176,Ferrières,Rural à habitat très dispersé
65177,Fontrailles,Rural à habitat très dispersé
65178,Fréchède,Rural à habitat très dispersé
65179,Fréchendets,Rural à habitat très dispersé
65180,Fréchet-Aure,Rural à habitat très dispersé
65181,Fréchou-Fréchet,Rural à habitat dispersé
65182,Gaillagos,Rural à habitat dispersé
65183,Galan,Rural à habitat dispersé
65184,Galez,Rural à habitat dispersé
65185,Gardères,Rural à habitat dispersé
65186,Gaudent,Rural à habitat dispersé
65187,Gaussan,Rural à habitat très dispersé
65189,Gayan,Rural à habitat dispersé
65190,Gazave,Rural à habitat très dispersé
65191,Gazost,Rural à habitat très dispersé
65192,Gavarnie-Gèdre,Rural à habitat dispersé
65193,Gembrie,Rural à habitat dispersé
65194,Générest,Rural à habitat dispersé
65195,Génos,Rural à habitat dispersé
65196,Gensac,Rural à habitat dispersé
65197,Ger,Rural à habitat dispersé
65198,Gerde,Rural à habitat dispersé
65199,Germ,Rural à habitat très dispersé
65200,Germs-sur-l'Oussouet,Rural à habitat très dispersé
65201,Geu,Rural à habitat dispersé
65202,Gez,Bourgs ruraux
65203,Gez-ez-Angles,Rural à habitat très dispersé
65204,Gonez,Rural à habitat dispersé
65205,Gouaux,Rural à habitat dispersé
65206,Goudon,Rural à habitat dispersé
65207,Gourgue,Rural à habitat très dispersé
65208,Grailhen,Rural à habitat très dispersé
65209,Grézian,Rural à habitat dispersé
65210,Grust,Rural à habitat très dispersé
65211,Guchan,Rural à habitat dispersé
65212,Guchen,Rural à habitat dispersé
65213,Guizerix,Rural à habitat très dispersé
65214,Hachan,Rural à habitat très dispersé
65215,Hagedet,Rural à habitat très dispersé
65216,Hauban,Rural à habitat dispersé
65217,Hautaget,Rural à habitat très dispersé
65218,Hèches,Rural à habitat dispersé
65219,Hères,Rural à habitat dispersé
65220,Hibarette,Rural à habitat dispersé
65221,Hiis,Rural à habitat dispersé
65222,Hitte,Rural à habitat dispersé
65223,Horgues,Ceintures urbaines
65224,Houeydets,Rural à habitat dispersé
65225,Hourc,Rural à habitat dispersé
65226,Ibos,Bourgs ruraux
65228,Ilhet,Rural à habitat dispersé
65229,Ilheu,Rural à habitat très dispersé
65230,Izaourt,Rural à habitat dispersé
65231,Izaux,Rural à habitat dispersé
65232,Jacque,Rural à habitat dispersé
65233,Jarret,Rural à habitat dispersé
65234,Jézeau,Rural à habitat dispersé
65235,Juillan,Ceintures urbaines
65236,Julos,Rural à habitat dispersé
65237,Juncalas,Rural à habitat dispersé
65238,Labassère,Rural à habitat dispersé
65239,Labastide,Rural à habitat très dispersé
65240,Labatut-Rivière,Rural à habitat dispersé
65241,Laborde,Rural à habitat très dispersé
65242,Lacassagne,Rural à habitat dispersé
65243,Lafitole,Rural à habitat dispersé
65244,Lagarde,Rural à habitat dispersé
65245,Lagrange,Rural à habitat dispersé
65247,Arrayou-Lahitte,Rural à habitat dispersé
65248,Lahitte-Toupière,Rural à habitat dispersé
65249,Lalanne,Rural à habitat très dispersé
65250,Lalanne-Trie,Rural à habitat très dispersé
65251,Laloubère,Ceintures urbaines
65252,Lamarque-Pontacq,Bourgs ruraux
65253,Lamarque-Rustaing,Rural à habitat très dispersé
65254,Laméac,Rural à habitat dispersé
65255,Lançon,Rural à habitat très dispersé
65256,Lanespède,Rural à habitat dispersé
65257,Lanne,Petites villes
65258,Lannemezan,Petites villes
65259,Lansac,Rural à habitat dispersé
65260,Lapeyre,Rural à habitat dispersé
65261,Laran,Rural à habitat très dispersé
65262,Larreule,Rural à habitat dispersé
65263,Larroque,Rural à habitat très dispersé
65264,Lascazères,Rural à habitat dispersé
65265,Laslades,Rural à habitat dispersé
65266,Lassales,Rural à habitat très dispersé
65267,Lau-Balagnas,Bourgs ruraux
65268,Layrisse,Rural à habitat dispersé
65269,Lescurry,Rural à habitat dispersé
65270,Lespouey,Rural à habitat dispersé
65271,Lézignan,Rural à habitat dispersé
65272,Lhez,Rural à habitat très dispersé
65273,Liac,Rural à habitat dispersé
65274,Libaros,Rural à habitat très dispersé
65275,Lies,Rural à habitat très dispersé
65276,Lizos,Rural à habitat dispersé
65277,Lombrès,Rural à habitat très dispersé
65278,Lomné,Rural à habitat très dispersé
65279,Lortet,Rural à habitat dispersé
65280,Loubajac,Rural à habitat dispersé
65281,Loucrup,Rural à habitat dispersé
65282,Loudenvielle,Rural à habitat dispersé
65283,Loudervielle,Rural à habitat dispersé
65284,Louey,Petites villes
65285,Louit,Rural à habitat dispersé
65286,Lourdes,Centres urbains intermédiaires
65287,Loures-Barousse,Rural à habitat dispersé
65288,Lubret-Saint-Luc,Rural à habitat très dispersé
65289,Luby-Betmont,Rural à habitat très dispersé
65290,Luc,Rural à habitat dispersé
65291,Lugagnan,Rural à habitat dispersé
65292,Luquet,Rural à habitat dispersé
65293,Lustar,Rural à habitat très dispersé
65294,Lutilhous,Rural à habitat dispersé
65295,Luz-Saint-Sauveur,Bourgs ruraux
65296,Madiran,Rural à habitat très dispersé
65297,Mansan,Rural à habitat très dispersé
65298,Marquerie,Rural à habitat très dispersé
65299,Marsac,Rural à habitat dispersé
65300,Marsas,Rural à habitat très dispersé
65301,Marseillan,Rural à habitat dispersé
65303,Mascaras,Rural à habitat dispersé
65304,Maubourguet,Bourgs ruraux
65305,Mauléon-Barousse,Rural à habitat dispersé
65306,Mauvezin,Rural à habitat dispersé
65307,Mazères-de-Neste,Rural à habitat dispersé
65308,Mazerolles,Rural à habitat dispersé
65309,Mazouau,Rural à habitat très dispersé
65310,Mérilheu,Rural à habitat dispersé
65311,Mingot,Rural à habitat dispersé
65313,Momères,Ceintures urbaines
65314,Monfaucon,Rural à habitat dispersé
65315,Monléon-Magnoac,Rural à habitat très dispersé
65316,Monlong,Rural à habitat dispersé
65317,Mont,Rural à habitat très dispersé
65318,Montastruc,Rural à habitat dispersé
65319,Montégut,Rural à habitat dispersé
65320,Montgaillard,Rural à habitat dispersé
65321,Montignac,Rural à habitat dispersé
65322,Montoussé,Rural à habitat dispersé
65323,Montsérié,Rural à habitat très dispersé
65324,Moulédous,Rural à habitat dispersé
65325,Moumoulous,Rural à habitat très dispersé
65326,Mun,Rural à habitat très dispersé
65327,Nestier,Rural à habitat dispersé
65328,Neuilh,Rural à habitat dispersé
65329,Nistos,Rural à habitat très dispersé
65330,Nouilhan,Rural à habitat dispersé
65331,Odos,Ceintures urbaines
65332,Oléac-Debat,Rural à habitat dispersé
65333,Oléac-Dessus,Rural à habitat dispersé
65334,Omex,Rural à habitat dispersé
65335,Ordizan,Rural à habitat dispersé
65336,Organ,Rural à habitat très dispersé
65337,Orieux,Rural à habitat très dispersé
65338,Orignac,Rural à habitat dispersé
65339,Orincles,Rural à habitat dispersé
65340,Orleix,Ceintures urbaines
65341,Oroix,Rural à habitat dispersé
65342,Osmets,Rural à habitat dispersé
65343,Ossen,Rural à habitat dispersé
65344,Ossun,Bourgs ruraux
65345,Ossun-ez-Angles,Rural à habitat très dispersé
65346,Oueilloux,Rural à habitat dispersé
65347,Ourde,Rural à habitat très dispersé
65348,Ourdis-Cotdoussan,Rural à habitat dispersé
65349,Ourdon,Rural à habitat très dispersé
65350,Oursbelille,Bourgs ruraux
65351,Ousté,Rural à habitat dispersé
65352,Ouzous,Rural à habitat dispersé
65353,Ozon,Rural à habitat dispersé
65354,Pailhac,Rural à habitat dispersé
65355,Paréac,Rural à habitat dispersé
65356,Péré,Rural à habitat très dispersé
65357,Peyraube,Rural à habitat très dispersé
65358,Peyret-Saint-André,Rural à habitat très dispersé
65359,Peyriguère,Rural à habitat très dispersé
65360,Peyrouse,Rural à habitat dispersé
65361,Peyrun,Rural à habitat très dispersé
65362,Pierrefitte-Nestalas,Bourgs ruraux
65363,Pinas,Rural à habitat dispersé
65364,Pintac,Rural à habitat très dispersé
65366,Poueyferré,Rural à habitat dispersé
65367,Poumarous,Rural à habitat dispersé
65368,Pouy,Rural à habitat très dispersé
65369,Pouyastruc,Rural à habitat dispersé
65370,Pouzac,Rural à habitat dispersé
65371,Préchac,Rural à habitat dispersé
65372,Pujo,Rural à habitat dispersé
65373,Puntous,Rural à habitat très dispersé
65374,Puydarrieux,Rural à habitat très dispersé
65375,Rabastens-de-Bigorre,Bourgs ruraux
65376,Recurt,Rural à habitat très dispersé
65377,Réjaumont,Rural à habitat très dispersé
65378,Ricaud,Rural à habitat très dispersé
65379,Ris,Rural à habitat très dispersé
65380,Sabalos,Rural à habitat dispersé
65381,Sabarros,Rural à habitat très dispersé
65382,Sacoué,Rural à habitat dispersé
65383,Sadournin,Rural à habitat très dispersé
65384,Sailhan,Rural à habitat dispersé
65385,Saint-Arroman,Rural à habitat très dispersé
65386,Saint-Créac,Rural à habitat dispersé
65387,Saint-Lanne,Rural à habitat très dispersé
65388,Saint-Lary-Soulan,Rural à habitat dispersé
65389,Saint-Laurent-de-Neste,Rural à habitat dispersé
65390,Saint-Lézer,Rural à habitat dispersé
65391,Sainte-Marie,Rural à habitat dispersé
65392,Saint-Martin,Rural à habitat dispersé
65393,Saint-Pastous,Rural à habitat dispersé
65394,Saint-Paul,Rural à habitat dispersé
65395,Saint-Pé-de-Bigorre,Bourgs ruraux
65396,Saint-Savin,Rural à habitat dispersé
65397,Saint-Sever-de-Rustan,Rural à habitat dispersé
65398,Saléchan,Rural à habitat dispersé
65399,Saligos,Rural à habitat dispersé
65400,Salles,Rural à habitat dispersé
65401,Salles-Adour,Ceintures urbaines
65402,Samuran,Rural à habitat très dispersé
65403,Sanous,Rural à habitat dispersé
65404,Sariac-Magnoac,Rural à habitat très dispersé
65405,Sarlabous,Rural à habitat très dispersé
65406,Sarniguet,Rural à habitat dispersé
65407,Sarp,Rural à habitat dispersé
65408,Sarrancolin,Rural à habitat dispersé
65409,Sarriac-Bigorre,Rural à habitat dispersé
65410,Sarrouilles,Rural à habitat dispersé
65411,Sassis,Rural à habitat dispersé
65412,Sauveterre,Rural à habitat très dispersé
65413,Sazos,Rural à habitat dispersé
65414,Ségalas,Rural à habitat très dispersé
65415,Ségus,Rural à habitat dispersé
65416,Seich,Rural à habitat dispersé
65417,Séméac,Grands centres urbains
65418,Sénac,Rural à habitat dispersé
65419,Sentous,Rural à habitat très dispersé
65420,Sère-en-Lavedan,Rural à habitat dispersé
65421,Sère-Lanso,Rural à habitat dispersé
65422,Séron,Rural à habitat dispersé
65423,Sère-Rustaing,Rural à habitat très dispersé
65424,Sers,Rural à habitat dispersé
65425,Siarrouy,Rural à habitat dispersé
65426,Sinzos,Rural à habitat dispersé
65427,Siradan,Rural à habitat dispersé
65428,Sireix,Rural à habitat dispersé
65429,Sombrun,Rural à habitat dispersé
65430,Soréac,Rural à habitat dispersé
65431,Sost,Rural à habitat dispersé
65432,Soublecause,Rural à habitat très dispersé
65433,Soues,Ceintures urbaines
65435,Soulom,Bourgs ruraux
65436,Souyeaux,Rural à habitat dispersé
65437,Tajan,Rural à habitat très dispersé
65438,Talazac,Rural à habitat dispersé
65439,Tarasteix,Rural à habitat très dispersé
65440,Tarbes,Grands centres urbains
65441,Thèbe,Rural à habitat dispersé
65442,Thermes-Magnoac,Rural à habitat très dispersé
65443,Thuy,Rural à habitat très dispersé
65444,Tibiran-Jaunac,Rural à habitat dispersé
65445,Tilhouse,Rural à habitat dispersé
65446,Tostat,Rural à habitat dispersé
65447,Tournay,Bourgs ruraux
65448,Tournous-Darré,Rural à habitat très dispersé
65449,Tournous-Devant,Rural à habitat très dispersé
65450,Tramezaïgues,Rural à habitat très dispersé
65451,Trébons,Rural à habitat dispersé
65452,Trie-sur-Baïse,Rural à habitat dispersé
65453,Troubat,Rural à habitat dispersé
65454,Trouley-Labarthe,Rural à habitat très dispersé
65455,Tuzaguet,Rural à habitat dispersé
65456,Uglas,Rural à habitat très dispersé
65457,Ugnouas,Rural à habitat dispersé
65458,Uz,Rural à habitat très dispersé
65459,Uzer,Rural à habitat dispersé
65460,Vic-en-Bigorre,Bourgs ruraux
65461,Vidou,Rural à habitat très dispersé
65462,Vidouze,Rural à habitat dispersé
65463,Viella,Rural à habitat dispersé
65464,Vielle-Adour,Rural à habitat dispersé
65465,Vielle-Aure,Rural à habitat dispersé
65466,Vielle-Louron,Rural à habitat dispersé
65467,Vier-Bordes,Rural à habitat dispersé
65468,Vieuzos,Rural à habitat très dispersé
65469,Viey,Rural à habitat très dispersé
65470,Viger,Rural à habitat dispersé
65471,Vignec,Rural à habitat dispersé
65472,Villefranque,Rural à habitat dispersé
65473,Villelongue,Bourgs ruraux
65474,Villembits,Rural à habitat très dispersé
65475,Villemur,Rural à habitat très dispersé
65476,Villenave-près-Béarn,Rural à habitat très dispersé
65477,Villenave-près-Marsac,Rural à habitat dispersé
65478,Viscos,Rural à habitat très dispersé
65479,Visker,Rural à habitat dispersé
65481,Barèges,Rural à habitat dispersé
65482,Cantaous,Rural à habitat dispersé
66001,L'Albère,Rural à habitat très dispersé
66002,Alénya,Ceintures urbaines
66003,Amélie-les-Bains-Palalda,Petites villes
66004,Les Angles,Rural à habitat dispersé
66005,Angoustrine-Villeneuve-des-Escaldes,Rural à habitat dispersé
66006,Ansignan,Rural à habitat dispersé
66007,Arboussols,Rural à habitat très dispersé
66008,Argelès-sur-Mer,Centres urbains intermédiaires
66009,Arles-sur-Tech,Petites villes
66010,Ayguatébia-Talau,Rural à habitat très dispersé
66011,Bages,Bourgs ruraux
66012,Baho,Ceintures urbaines
66013,Baillestavy,Rural à habitat dispersé
66014,Baixas,Bourgs ruraux
66015,Banyuls-dels-Aspres,Bourgs ruraux
66016,Banyuls-sur-Mer,Bourgs ruraux
66017,Le Barcarès,Bourgs ruraux
66018,La Bastide,Rural à habitat très dispersé
66019,Bélesta,Rural à habitat dispersé
66020,Bolquère,Rural à habitat dispersé
66021,Bompas,Ceintures urbaines
66022,Boule-d'Amont,Rural à habitat très dispersé
66023,Bouleternère,Bourgs ruraux
66024,Le Boulou,Bourgs ruraux
66025,Bourg-Madame,Ceintures urbaines
66026,Brouilla,Bourgs ruraux
66027,La Cabanasse,Rural à habitat dispersé
66028,Cabestany,Grands centres urbains
66029,Caixas,Rural à habitat très dispersé
66030,Calce,Rural à habitat dispersé
66032,Calmeilles,Rural à habitat très dispersé
66033,Camélas,Rural à habitat dispersé
66034,Campôme,Rural à habitat dispersé
66035,Campoussy,Rural à habitat très dispersé
66036,Canaveilles,Rural à habitat très dispersé
66037,Canet-en-Roussillon,Petites villes
66038,Canohès,Centres urbains intermédiaires
66039,Caramany,Rural à habitat dispersé
66040,Casefabre,Rural à habitat très dispersé
66041,Cases-de-Pène,Rural à habitat dispersé
66042,Cassagnes,Rural à habitat dispersé
66043,Casteil,Rural à habitat dispersé
66044,Castelnou,Rural à habitat dispersé
66045,Catllar,Petites villes
66046,Caudiès-de-Fenouillèdes,Rural à habitat dispersé
66047,Caudiès-de-Conflent,Rural à habitat très dispersé
66048,Cerbère,Bourgs ruraux
66049,Céret,Petites villes
66050,Claira,Ceintures urbaines
66051,Clara-Villerach,Rural à habitat dispersé
66052,Codalet,Petites villes
66053,Collioure,Ceintures urbaines
66054,Conat,Rural à habitat très dispersé
66055,Corbère,Bourgs ruraux
66056,Corbère-les-Cabanes,Bourgs ruraux
66057,Corneilla-de-Conflent,Rural à habitat dispersé
66058,Corneilla-la-Rivière,Petites villes
66059,Corneilla-del-Vercol,Ceintures urbaines
66060,Corsavy,Rural à habitat très dispersé
66061,Coustouges,Rural à habitat très dispersé
66062,Dorres,Rural à habitat dispersé
66063,Les Cluses,Rural à habitat dispersé
66064,Égat,Rural à habitat dispersé
66065,Elne,Centres urbains intermédiaires
66066,Enveitg,Rural à habitat dispersé
66067,Err,Rural à habitat dispersé
66068,Escaro,Rural à habitat dispersé
66069,Espira-de-l'Agly,Ceintures urbaines
66070,Espira-de-Conflent,Rural à habitat dispersé
66071,Estagel,Bourgs ruraux
66072,Estavar,Rural à habitat dispersé
66073,Estoher,Rural à habitat dispersé
66074,Eus,Rural à habitat dispersé
66075,Eyne,Rural à habitat dispersé
66076,Feilluns,Rural à habitat très dispersé
66077,Fenouillet,Rural à habitat dispersé
66078,Fillols,Rural à habitat dispersé
66079,Finestret,Rural à habitat dispersé
66080,Fontpédrouse,Rural à habitat dispersé
66081,Fontrabiouse,Rural à habitat dispersé
66082,Formiguères,Rural à habitat dispersé
66083,Fosse,Rural à habitat très dispersé
66084,Fourques,Bourgs ruraux
66085,Fuilla,Rural à habitat dispersé
66086,Glorianes,Rural à habitat très dispersé
66088,Ille-sur-Têt,Bourgs ruraux
66089,Joch,Rural à habitat dispersé
66090,Jujols,Rural à habitat très dispersé
66091,Lamanère,Rural à habitat très dispersé
66092,Lansac,Rural à habitat dispersé
66093,Laroque-des-Albères,Petites villes
66094,Latour-Bas-Elne,Centres urbains intermédiaires
66095,Latour-de-Carol,Rural à habitat dispersé
66096,Latour-de-France,Rural à habitat dispersé
66097,Lesquerde,Rural à habitat dispersé
66098,La Llagonne,Rural à habitat dispersé
66099,Llauro,Rural à habitat dispersé
66100,Llo,Rural à habitat dispersé
66101,Llupia,Petites villes
66102,Mantet,Rural à habitat très dispersé
66103,Marquixanes,Rural à habitat dispersé
66104,Los Masos,Bourgs ruraux
66105,Matemale,Rural à habitat dispersé
66106,Maureillas-las-Illas,Bourgs ruraux
66107,Maury,Bourgs ruraux
66108,Millas,Petites villes
66109,Molitg-les-Bains,Rural à habitat dispersé
66111,Montalba-le-Château,Rural à habitat dispersé
66112,Montauriol,Rural à habitat dispersé
66113,Montbolo,Rural à habitat dispersé
66114,Montescot,Ceintures urbaines
66115,Montesquieu-des-Albères,Rural à habitat dispersé
66116,Montferrer,Rural à habitat très dispersé
66117,Mont-Louis,Rural à habitat dispersé
66118,Montner,Rural à habitat dispersé
66119,Mosset,Rural à habitat dispersé
66120,Nahuja,Rural à habitat dispersé
66121,Néfiach,Petites villes
66122,Nohèdes,Rural à habitat dispersé
66123,Nyer,Rural à habitat dispersé
66124,Font-Romeu-Odeillo-Via,Bourgs ruraux
66125,Olette,Rural à habitat dispersé
66126,Oms,Rural à habitat dispersé
66127,Opoul-Périllos,Bourgs ruraux
66128,Oreilla,Rural à habitat très dispersé
66129,Ortaffa,Bourgs ruraux
66130,Osséja,Bourgs ruraux
66132,Palau-de-Cerdagne,Bourgs ruraux
66133,Palau-del-Vidre,Bourgs ruraux
66134,Passa,Rural à habitat dispersé
66136,Perpignan,Grands centres urbains
66137,Le Perthus,Rural à habitat dispersé
66138,Peyrestortes,Ceintures urbaines
66139,Pézilla-de-Conflent,Rural à habitat très dispersé
66140,Pézilla-la-Rivière,Ceintures urbaines
66141,Pia,Centres urbains intermédiaires
66142,Planès,Rural à habitat très dispersé
66143,Planèzes,Rural à habitat dispersé
66144,Pollestres,Ceintures urbaines
66145,Ponteilla,Bourgs ruraux
66146,Porta,Rural à habitat dispersé
66147,Porté-Puymorens,Rural à habitat dispersé
66148,Port-Vendres,Petites villes
66149,Prades,Petites villes
66150,Prats-de-Mollo-la-Preste,Bourgs ruraux
66151,Prats-de-Sournia,Rural à habitat très dispersé
66152,Prugnanes,Rural à habitat dispersé
66153,Prunet-et-Belpuig,Rural à habitat très dispersé
66154,Puyvalador,Rural à habitat très dispersé
66155,Py,Rural à habitat dispersé
66156,Rabouillet,Rural à habitat dispersé
66157,Railleu,Rural à habitat très dispersé
66158,Rasiguères,Rural à habitat dispersé
66159,Réal,Rural à habitat très dispersé
66160,Reynès,Rural à habitat dispersé
66161,Ria-Sirach,Petites villes
66162,Rigarda,Rural à habitat dispersé
66164,Rivesaltes,Centres urbains intermédiaires
66165,Rodès,Rural à habitat dispersé
66166,Sahorre,Rural à habitat dispersé
66167,Saillagouse,Bourgs ruraux
66168,Saint-André,Bourgs ruraux
66169,Saint-Arnac,Rural à habitat dispersé
66170,Sainte-Colombe-de-la-Commanderie,Rural à habitat dispersé
66171,Saint-Cyprien,Ceintures urbaines
66172,Saint-Estève,Centres urbains intermédiaires
66173,Saint-Féliu-d'Amont,Petites villes
66174,Saint-Féliu-d'Avall,Petites villes
66175,Saint-Génis-des-Fontaines,Petites villes
66176,Saint-Hippolyte,Ceintures urbaines
66177,Saint-Jean-Lasseille,Bourgs ruraux
66178,Saint-Jean-Pla-de-Corts,Rural à habitat dispersé
66179,Saint-Laurent-de-Cerdans,Rural à habitat dispersé
66180,Saint-Laurent-de-la-Salanque,Centres urbains intermédiaires
66181,Sainte-Léocadie,Rural à habitat très dispersé
66182,Sainte-Marie-la-Mer,Bourgs ruraux
66183,Saint-Marsal,Rural à habitat très dispersé
66184,Saint-Martin-de-Fenouillet,Rural à habitat très dispersé
66185,Saint-Michel-de-Llotes,Rural à habitat dispersé
66186,Saint-Nazaire,Bourgs ruraux
66187,Saint-Paul-de-Fenouillet,Bourgs ruraux
66188,Saint-Pierre-dels-Forcats,Rural à habitat dispersé
66189,Saleilles,Ceintures urbaines
66190,Salses-le-Château,Bourgs ruraux
66191,Sansa,Rural à habitat très dispersé
66192,Sauto,Rural à habitat très dispersé
66193,Serdinya,Rural à habitat dispersé
66194,Serralongue,Rural à habitat très dispersé
66195,Le Soler,Ceintures urbaines
66196,Sorède,Petites villes
66197,Souanyas,Rural à habitat très dispersé
66198,Sournia,Rural à habitat dispersé
66199,Taillet,Rural à habitat très dispersé
66201,Tarerach,Rural à habitat très dispersé
66202,Targasonne,Rural à habitat dispersé
66203,Taulis,Rural à habitat très dispersé
66204,Taurinya,Rural à habitat dispersé
66205,Tautavel,Bourgs ruraux
66206,Le Tech,Rural à habitat très dispersé
66207,Terrats,Petites villes
66208,Théza,Ceintures urbaines
66209,Thuès-Entre-Valls,Rural à habitat très dispersé
66210,Thuir,Petites villes
66211,Tordères,Rural à habitat dispersé
66212,Torreilles,Ceintures urbaines
66213,Toulouges,Centres urbains intermédiaires
66214,Tresserre,Bourgs ruraux
66215,Trévillach,Rural à habitat dispersé
66216,Trilla,Rural à habitat très dispersé
66217,Trouillas,Bourgs ruraux
66218,Ur,Rural à habitat dispersé
66219,Urbanya,Rural à habitat très dispersé
66220,Valcebollère,Rural à habitat très dispersé
