insee_com,lib_com,niveau_centralite
51329,Loivre,Centre local d'équipements et de services
51333,Ludes,Communes non centre
51334,Luxémont-et-Villotte,Communes non centre
51336,Maffrécourt,Communes non centre
51337,Magneux,Communes non centre
51338,Mailly-Champagne,Communes non centre
51339,Mairy-sur-Marne,Communes non centre
51340,Maisons-en-Champagne,Communes non centre
51341,Malmy,Communes non centre
51342,Mancy,Communes non centre
51343,Marcilly-sur-Seine,Communes non centre
51344,Mardeuil,Centre local d'équipements et de services
51345,Mareuil-en-Brie,Communes non centre
51346,Mareuil-le-Port,Centre local d'équipements et de services
51348,Marfaux,Communes non centre
51349,Margerie-Hancourt,Communes non centre
51350,Margny,Communes non centre
51351,Marigny,Communes non centre
51352,Marolles,Communes non centre
51353,Marsangis,Communes non centre
51354,Marson,Communes non centre
51355,Massiges,Communes non centre
51356,Matignicourt-Goncourt,Communes non centre
51357,Matougues,Communes non centre
51358,Maurupt-le-Montois,Communes non centre
51359,Mécringes,Communes non centre
51360,Le Meix-Saint-Epoing,Communes non centre
51361,Le Meix-Tiercelin,Communes non centre
51362,Merfy,Communes non centre
51363,Merlaut,Communes non centre
51364,Méry-Prémecy,Communes non centre
51365,Les Mesneux,Communes non centre
51367,Le Mesnil-sur-Oger,Centre local d'équipements et de services
51368,Minaucourt-le-Mesnil-lès-Hurlus,Communes non centre
51369,Mœurs-Verdey,Communes non centre
51370,Moiremont,Communes non centre
51371,Moivre,Communes non centre
51372,Moncetz-Longevas,Communes non centre
51373,Moncetz-l'Abbaye,Communes non centre
51374,Mondement-Montgivroux,Communes non centre
51375,Montbré,Communes non centre
51376,Montgenost,Communes non centre
51377,Montépreux,Communes non centre
51378,Monthelon,Communes non centre
51379,Montigny-sur-Vesle,Communes non centre
51380,Montmirail,Centre intermédiaire d'équipements et de services
51381,Montmort-Lucy,Centre local d'équipements et de services
51382,Mont-sur-Courville,Communes non centre
51384,Morangis,Communes non centre
51386,Morsains,Communes non centre
51387,Moslins,Communes non centre
51388,Mourmelon-le-Grand,Centre intermédiaire d'équipements et de services
51389,Mourmelon-le-Petit,Centre local d'équipements et de services
51390,Moussy,Communes non centre
51391,Muizon,Centre local d'équipements et de services
51392,Mutigny,Communes non centre
51393,Nanteuil-la-Forêt,Communes non centre
51395,Nesle-la-Reposte,Communes non centre
51396,Nesle-le-Repons,Communes non centre
51397,La Neuville-aux-Bois,Communes non centre
51398,La Neuville-aux-Larris,Communes non centre
51399,La Neuville-au-Pont,Communes non centre
51402,Neuvy,Communes non centre
51403,Nogent-l'Abbesse,Communes non centre
51404,Noirlieu,Communes non centre
51406,Norrois,Communes non centre
51407,La Noue,Communes non centre
51409,Nuisement-sur-Coole,Communes non centre
51410,Œuilly,Communes non centre
51412,Ognes,Communes non centre
51413,Oiry,Centre local d'équipements et de services
51414,Olizy,Communes non centre
51415,Omey,Communes non centre
51416,Orbais-l'Abbaye,Centre local d'équipements et de services
51417,Orconte,Communes non centre
51418,Ormes,Communes non centre
51419,Outines,Communes non centre
51420,Outrepont,Communes non centre
51421,Oyes,Communes non centre
51422,Pargny-lès-Reims,Centre local d'équipements et de services
51423,Pargny-sur-Saulx,Centre local d'équipements et de services
51424,Passavant-en-Argonne,Communes non centre
51425,Passy-Grigny,Communes non centre
51426,Péas,Communes non centre
51428,Les Petites-Loges,Communes non centre
51429,Pévy,Communes non centre
51430,Pierre-Morains,Communes non centre
51431,Pierry,Centre intermédiaire d'équipements et de services
51432,Pleurs,Centre local d'équipements et de services
51433,Plichancourt,Communes non centre
51434,Plivot,Communes non centre
51435,Pocancy,Communes non centre
51436,Pogny,Centre local d'équipements et de services
51437,Poilly,Communes non centre
51438,Poix,Communes non centre
51439,Pomacle,Communes non centre
51440,Pontfaverger-Moronvilliers,Centre local d'équipements et de services
51441,Ponthion,Communes non centre
51442,Possesse,Communes non centre
51443,Potangis,Communes non centre
51444,Pouillon,Communes non centre
51445,Pourcy,Communes non centre
51446,Pringy,Communes non centre
51447,Prosnes,Communes non centre
51448,Prouilly,Communes non centre
51449,Prunay,Centre local d'équipements et de services
51450,Puisieulx,Communes non centre
51451,Queudes,Communes non centre
51452,Rapsécourt,Communes non centre
51453,Recy,Communes non centre
51454,Reims,Centre majeur d'équipements et de services
51455,Reims-la-Brûlée,Communes non centre
51456,Remicourt,Communes non centre
51457,Cœur-de-la-Vallée,Communes non centre
51458,Reuves,Communes non centre
51459,Réveillon,Communes non centre
51460,Rieux,Communes non centre
51461,Rilly-la-Montagne,Centre local d'équipements et de services
51463,Les Rivières-Henruel,Communes non centre
51464,Romain,Communes non centre
51465,Romery,Communes non centre
51466,Romigny,Communes non centre
51468,Rosnay,Communes non centre
51469,Rouffy,Communes non centre
51470,Rouvroy-Ripont,Communes non centre
51471,Sacy,Communes non centre
51472,Saint-Amand-sur-Fion,Centre local d'équipements et de services
51473,Saint-Bon,Communes non centre
51474,Saint-Brice-Courcelles,Centre intermédiaire d'équipements et de services
51475,Saint-Chéron,Communes non centre
51476,Saint-Étienne-au-Temple,Communes non centre
51477,Saint-Étienne-sur-Suippe,Communes non centre
51478,Saint-Eulien,Communes non centre
51479,Saint-Euphraise-et-Clairizet,Communes non centre
51480,Sainte-Gemme,Communes non centre
51482,Saint-Germain-la-Ville,Communes non centre
51483,Saint-Gibrien,Communes non centre
51484,Saint-Gilles,Communes non centre
51485,La Neuville-au-Temple,Communes non centre
51486,Saint-Hilaire-le-Grand,Communes non centre
51487,Saint-Hilaire-le-Petit,Communes non centre
51488,Saint-Imoges,Communes non centre
51489,Saint-Jean-devant-Possesse,Communes non centre
51490,Saint-Jean-sur-Moivre,Communes non centre
51491,Saint-Jean-sur-Tourbe,Communes non centre
51492,Saint-Just-Sauvage,Centre local d'équipements et de services
51493,Saint-Léonard,Communes non centre
51495,Saint-Loup,Communes non centre
51496,Saint-Lumier-en-Champagne,Communes non centre
51497,Saint-Lumier-la-Populeuse,Communes non centre
51498,Saint-Mard-sur-Auve,Communes non centre
51499,Saint-Mard-lès-Rouffy,Communes non centre
51500,Saint-Mard-sur-le-Mont,Communes non centre
51501,Sainte-Marie-à-Py,Communes non centre
51502,Saint-Martin-aux-Champs,Communes non centre
51503,Saint-Martin-l'Heureux,Communes non centre
51504,Saint-Martin-sur-le-Pré,Centre local d'équipements et de services
51505,Saint-Masmes,Communes non centre
51506,Saint-Memmie,Centre intermédiaire d'équipements et de services
51507,Sainte-Menehould,Centre structurant d'équipements et de services
51508,Saint-Ouen-Domprot,Communes non centre
51509,Saint-Pierre,Communes non centre
51510,Saint-Quentin-les-Marais,Communes non centre
51511,Saint-Quentin-le-Verger,Communes non centre
51512,Saint-Quentin-sur-Coole,Communes non centre
51513,Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,Centre local d'équipements et de services
51514,Saint-Remy-sous-Broyes,Communes non centre
51515,Saint-Remy-sur-Bussy,Communes non centre
51516,Saint-Saturnin,Communes non centre
51517,Saint-Souplet-sur-Py,Communes non centre
51518,Saint-Thierry,Communes non centre
51519,Saint-Thomas-en-Argonne,Communes non centre
51520,Saint-Utin,Communes non centre
51521,Saint-Vrain,Communes non centre
51522,Sapignicourt,Communes non centre
51523,Sarcy,Communes non centre
51524,Saron-sur-Aube,Communes non centre
51525,Sarry,Centre local d'équipements et de services
51526,Saudoy,Communes non centre
51527,Savigny-sur-Ardres,Communes non centre
51528,Scrupt,Communes non centre
51529,Selles,Communes non centre
51530,Sept-Saulx,Communes non centre
51531,Sermaize-les-Bains,Centre local d'équipements et de services
51532,Sermiers,Communes non centre
51533,Servon-Melzicourt,Communes non centre
51534,Serzy-et-Prin,Communes non centre
51535,Sézanne,Centre structurant d'équipements et de services
51536,Sillery,Centre local d'équipements et de services
51537,Sivry-Ante,Communes non centre
51538,Sogny-aux-Moulins,Communes non centre
51539,Sogny-en-l'Angle,Communes non centre
51542,Soizy-aux-Bois,Communes non centre
51543,Somme-Bionne,Communes non centre
51544,Sommepy-Tahure,Centre local d'équipements et de services
51545,Sommesous,Communes non centre
51546,Somme-Suippe,Communes non centre
51547,Somme-Tourbe,Communes non centre
51548,Somme-Vesle,Communes non centre
51549,Somme-Yèvre,Communes non centre
51550,Sompuis,Communes non centre
51551,Somsois,Communes non centre
51552,Songy,Communes non centre
51553,Souain-Perthes-lès-Hurlus,Communes non centre
51555,Soudé,Communes non centre
51556,Soudron,Communes non centre
51557,Soulanges,Communes non centre
51558,Soulières,Communes non centre
51559,Suippes,Centre intermédiaire d'équipements et de services
51560,Suizy-le-Franc,Communes non centre
51562,Taissy,Centre local d'équipements et de services
51563,Talus-Saint-Prix,Communes non centre
51564,Val de Livre,Communes non centre
51565,Thaas,Communes non centre
51566,Thibie,Communes non centre
51567,Thiéblemont-Farémont,Communes non centre
51568,Thil,Communes non centre
51569,Thillois,Centre local d'équipements et de services
51570,Le Thoult-Trosnay,Communes non centre
51571,Val-de-Vesle,Centre local d'équipements et de services
51572,Tilloy-et-Bellay,Communes non centre
51573,Tinqueux,Centre intermédiaire d'équipements et de services
51574,Togny-aux-Bœufs,Communes non centre
51576,Tours-sur-Marne,Centre local d'équipements et de services
51577,Tramery,Communes non centre
51578,Trécon,Communes non centre
51579,Tréfols,Communes non centre
51580,Trépail,Communes non centre
51581,Treslon,Communes non centre
51582,Trigny,Communes non centre
51583,Trois-Fontaines-l'Abbaye,Communes non centre
51584,Trois-Puits,Communes non centre
51585,Troissy,Communes non centre
51586,Unchair,Communes non centre
51587,Vadenay,Communes non centre
51588,Valmy,Communes non centre
51589,Vanault-le-Châtel,Communes non centre
51590,Vanault-les-Dames,Centre local d'équipements et de services
51591,Vandeuil,Communes non centre
51592,Vandières,Communes non centre
51594,Vassimont-et-Chapelaine,Communes non centre
51595,Vatry,Communes non centre
51596,Vauchamps,Communes non centre
51597,Vauciennes,Communes non centre
51598,Vauclerc,Communes non centre
51599,Vaudemange,Communes non centre
51600,Vaudesincourt,Communes non centre
51601,Vavray-le-Grand,Communes non centre
51602,Vavray-le-Petit,Communes non centre
51603,Vélye,Communes non centre
51604,Ventelay,Communes non centre
51605,Venteuil,Communes non centre
51607,Verdon,Communes non centre
51608,Vernancourt,Communes non centre
51609,Verneuil,Communes non centre
51610,Verrières,Communes non centre
51611,Vert-Toulon,Communes non centre
51612,Blancs-Coteaux,Centre intermédiaire d'équipements et de services
51613,Verzenay,Centre local d'équipements et de services
51614,Verzy,Centre local d'équipements et de services
51616,Vésigneul-sur-Marne,Communes non centre
51617,La Veuve,Communes non centre
51618,Le Vézier,Communes non centre
51619,Le Vieil-Dampierre,Communes non centre
51620,Vienne-la-Ville,Communes non centre
51621,Vienne-le-Château,Centre local d'équipements et de services
51622,Ville-Dommange,Communes non centre
51623,Ville-en-Selve,Communes non centre
51624,Ville-en-Tardenois,Centre local d'équipements et de services
51625,Villeneuve-la-Lionne,Communes non centre
51626,La Villeneuve-lès-Charleville,Communes non centre
51627,Villeneuve-Renneville-Chevigny,Communes non centre
51628,Villeneuve-Saint-Vistre-et-Villevotte,Communes non centre
51629,Villers-Allerand,Communes non centre
51630,Villers-aux-Bois,Communes non centre
51631,Villers-aux-Nœuds,Communes non centre
51632,Villers-en-Argonne,Communes non centre
51633,Villers-Franqueux,Communes non centre
51634,Villers-le-Château,Communes non centre
51635,Villers-le-Sec,Communes non centre
51636,Villers-Marmery,Communes non centre
51638,Villeseneux,Communes non centre
51639,La Ville-sous-Orbais,Communes non centre
51640,Ville-sur-Tourbe,Communes non centre
51641,Villevenard,Communes non centre
51642,Villiers-aux-Corneilles,Communes non centre
51643,Vinay,Communes non centre
51644,Vincelles,Communes non centre
51645,Vindey,Communes non centre
51646,Virginy,Communes non centre
51647,Vitry-en-Perthois,Communes non centre
51648,Vitry-la-Ville,Communes non centre
51649,Vitry-le-François,Centre structurant d'équipements et de services
51650,Voilemont,Communes non centre
51652,Vouarces,Communes non centre
51654,Vouillers,Communes non centre
51655,Vouzy,Communes non centre
51656,Vraux,Communes non centre
51657,Vrigny,Communes non centre
51658,Vroil,Communes non centre
51659,Wargemoulin-Hurlus,Communes non centre
51660,Warmeriville,Centre local d'équipements et de services
51662,Witry-lès-Reims,Centre intermédiaire d'équipements et de services
51663,Magenta,Centre local d'équipements et de services
52001,Ageville,Communes non centre
52002,Aigremont,Communes non centre
52003,Aillianville,Communes non centre
52004,Aingoulaincourt,Communes non centre
52005,Aizanville,Communes non centre
52006,Allichamps,Communes non centre
52007,Ambonville,Communes non centre
52008,Andelot-Blancheville,Centre local d'équipements et de services
52009,Andilly-en-Bassigny,Communes non centre
52011,Annéville-la-Prairie,Communes non centre
52012,Annonville,Communes non centre
52013,Anrosey,Communes non centre
52014,Aprey,Communes non centre
52015,Arbigny-sous-Varennes,Communes non centre
52016,Arbot,Communes non centre
52017,Arc-en-Barrois,Centre local d'équipements et de services
52019,Arnancourt,Communes non centre
52021,Attancourt,Communes non centre
52022,Aubepierre-sur-Aube,Communes non centre
52023,Auberive,Centre local d'équipements et de services
52025,Audeloncourt,Communes non centre
